mu,sigma,I,errs
0.741954,0.693376,-0.400107,0.003198
0.743395,0.679017,-0.412945,0.00290955
0.74225,0.668942,-0.41286,0.00274087
0.758973,0.689891,-0.422394,0.00234819
0.756566,0.671768,-0.431705,0.00244417
0.733348,0.666486,-0.411186,0.00202291
0.720986,0.664633,-0.415223,0.00275259
0.719697,0.687128,-0.399461,0.00227455
0.741182,0.704294,-0.396727,0.00396642
0.730345,0.694807,-0.389118,0.00318966
0.713015,0.713539,-0.37427,0.0056339
0.729377,0.734549,-0.390289,0.0034005
0.741657,0.753906,-0.380763,0.00485675
0.716695,0.778671,-0.319851,0.00801722
0.740809,0.799455,-0.313376,0.0069536
0.737414,0.811759,-0.295127,0.00822757
0.718663,0.807479,-0.28498,0.00888141
0.72849,0.812706,-0.303957,0.00704698
0.703931,0.810732,-0.305096,0.00752108
0.703931,0.810732,-0.305096,0.00752108
0.68842,0.818931,-0.258923,0.00962923
0.700308,0.801919,-0.313418,0.00607978
0.725155,0.792742,-0.311678,0.00775119
0.738768,0.795275,-0.303793,0.00653051
0.717652,0.782641,-0.334597,0.0052624
0.721835,0.772843,-0.351977,0.0061697
0.721835,0.772843,-0.351977,0.0061697
0.710233,0.769121,-0.356372,0.00393537
0.697532,0.750785,-0.369516,0.00528608
0.713137,0.732915,-0.366579,0.00446888
0.731703,0.753489,-0.349607,0.00505421
0.754196,0.75176,-0.347892,0.00626467
0.730309,0.755816,-0.368911,0.00488989
0.72319,0.750675,-0.391233,0.00344968
0.722165,0.76736,-0.367914,0.00433761
0.704067,0.770319,-0.354286,0.00450289
0.719602,0.781258,-0.311616,0.00670503
0.715975,0.803934,-0.326629,0.00573401
0.721944,0.808858,-0.322894,0.00524781
0.721944,0.808858,-0.322894,0.00524781
0.707147,0.802747,-0.334761,0.0058393
0.696908,0.806818,-0.318797,0.0066676
0.688733,0.785548,-0.350875,0.00437774
0.699251,0.802885,-0.304778,0.00554157
0.691342,0.822843,-0.313573,0.00926148
0.689571,0.807845,-0.277963,0.0121752
0.673035,0.79108,-0.337398,0.00508723
0.68482,0.792929,-0.343167,0.00694283
0.689803,0.773215,-0.310169,0.00629745
0.685068,0.748562,-0.338167,0.00474905
0.696788,0.749977,-0.342696,0.00487328
0.693032,0.748766,-0.352631,0.00384395
0.701152,0.756759,-0.364335,0.00425725
0.701221,0.753941,-0.364341,0.00397076
0.698926,0.755776,-0.352381,0.00420637
0.688136,0.74364,-0.354669,0.0046038
0.685055,0.729747,-0.356385,0.00405697
0.675563,0.710115,-0.365025,0.0030737
0.668084,0.727973,-0.363515,0.00456851
0.643304,0.705646,-0.353177,0.00334225
0.643261,0.720379,-0.354022,0.00319754
0.643261,0.720379,-0.354022,0.00319754
0.65477,0.703857,-0.367965,0.00320138
0.664317,0.692951,-0.35364,0.00342534
0.67949,0.690063,-0.370052,0.00432387
0.667502,0.668638,-0.371149,0.0026854
0.658277,0.691357,-0.369375,0.00315541
0.658835,0.688643,-0.355167,0.00286621
0.662957,0.677241,-0.369021,0.00310574
0.661435,0.68219,-0.370607,0.00306231
0.65608,0.689457,-0.36138,0.00326015
0.663025,0.671391,-0.369048,0.00258014
0.651264,0.677496,-0.37182,0.00305585
0.628619,0.682897,-0.336239,0.002971
0.614727,0.683382,-0.346456,0.00291917
0.638695,0.670744,-0.360136,0.00317599
0.624359,0.662752,-0.333996,0.00347333
0.624359,0.662752,-0.333996,0.00347333
0.600889,0.684357,-0.300171,0.00340528
0.595562,0.667475,-0.331332,0.0030799
0.594624,0.680545,-0.315591,0.00371794
0.577923,0.683586,-0.296678,0.00380676
0.557549,0.662041,-0.267337,0.00385322
0.565373,0.65881,-0.270538,0.00343577
0.570191,0.655944,-0.249337,0.00427814
0.545357,0.648759,-0.26925,0.00423996
0.557356,0.652398,-0.262215,0.00379219
0.534574,0.628675,-0.245253,0.00460165
0.510095,0.615962,-0.190708,0.00449974
0.490011,0.623741,-0.182588,0.00463382
0.497618,0.645268,-0.185133,0.00433556
0.514117,0.670171,-0.215914,0.00416232
0.53624,0.662559,-0.230147,0.0036549
0.54601,0.686906,-0.282294,0.00410927
0.562159,0.678374,-0.270884,0.00377832
0.581669,0.668827,-0.302712,0.00349651
0.565329,0.643939,-0.282111,0.00414933
0.542601,0.628425,-0.232513,0.00356526
0.542925,0.625618,-0.227555,0.0041489
0.547755,0.644336,-0.241332,0.00379802
0.540857,0.627774,-0.264747,0.0044958
0.55702,0.625682,-0.28065,0.00411455
0.576628,0.62574,-0.283626,0.004241
0.597967,0.617849,-0.307595,0.00383433
0.610284,0.629449,-0.318846,0.00298374
0.627299,0.645678,-0.33892,0.00313242
0.646356,0.667851,-0.367748,0.00325043
0.658869,0.663242,-0.373811,0.00303996
0.678914,0.646262,-0.384146,0.00223894
0.680743,0.629809,-0.40046,0.00261853
0.662422,0.618129,-0.366024,0.00259005
0.646844,0.633662,-0.355441,0.00296672
0.646413,0.649185,-0.350142,0.0037128
0.626308,0.664008,-0.340827,0.00279223
0.624544,0.671177,-0.356845,0.00288204
0.610535,0.680484,-0.327699,0.00316071
0.621137,0.671621,-0.352373,0.00321894
0.645244,0.659165,-0.360846,0.00273853
0.620656,0.682438,-0.320679,0.00360641
0.641462,0.66795,-0.356648,0.00312211
0.620308,0.683554,-0.335706,0.00378266
0.642173,0.700245,-0.337361,0.00289862
0.646269,0.693285,-0.363812,0.00330614
0.63036,0.699669,-0.353347,0.00348027
0.63036,0.699669,-0.353347,0.00348027
0.63094,0.676557,-0.363292,0.00312135
0.606913,0.664011,-0.324617,0.00359163
0.591298,0.644835,-0.308621,0.0033836
0.606985,0.665784,-0.330452,0.00401917
0.622802,0.683353,-0.342483,0.00311151
0.619126,0.703779,-0.349025,0.00322911
0.599329,0.702455,-0.31049,0.00390876
0.581574,0.682917,-0.301918,0.00347111
0.586448,0.694508,-0.304635,0.0034717
0.578045,0.692461,-0.280909,0.00415401
0.590326,0.689775,-0.317929,0.00392793
0.605063,0.700395,-0.332725,0.00353716
0.605063,0.700395,-0.332725,0.00353716
0.599995,0.69587,-0.310439,0.00327507
0.602193,0.693647,-0.331564,0.00389271
0.588699,0.69876,-0.302029,0.00361905
0.592181,0.678292,-0.299287,0.00316884
0.617093,0.67775,-0.316463,0.00334701
0.606838,0.672966,-0.352284,0.0034358
0.607786,0.649199,-0.316867,0.00313074
0.613027,0.662168,-0.309958,0.00384348
0.623929,0.66896,-0.330494,0.00313876
0.625523,0.685698,-0.323218,0.00377729
0.631411,0.692743,-0.331161,0.00334946
0.635825,0.699478,-0.35197,0.00357468
0.627441,0.709118,-0.339909,0.00344648
0.628329,0.716003,-0.325401,0.00326606
0.647198,0.723193,-0.349645,0.00329568
0.647224,0.724721,-0.350636,0.00303044
0.643355,0.737814,-0.345536,0.00415288
0.658996,0.724822,-0.364109,0.00364429
0.65957,0.741072,-0.328776,0.00491072
0.659997,0.725927,-0.350926,0.00443279
0.663257,0.708894,-0.367126,0.00381117
0.661481,0.697129,-0.352447,0.00314087
0.660947,0.707935,-0.339307,0.0036338
0.669716,0.688978,-0.393862,0.00243435
0.675546,0.696242,-0.385592,0.00312001
0.655572,0.685616,-0.365157,0.0030632
0.655131,0.688784,-0.364577,0.00298001
0.653669,0.705895,-0.363969,0.00298563
0.644956,0.724654,-0.363166,0.00406572
0.661413,0.744568,-0.350515,0.00374984
0.676555,0.753665,-0.356637,0.00340688
0.694551,0.740203,-0.371501,0.0045499
0.689246,0.760867,-0.356699,0.00358986
0.705086,0.776803,-0.325331,0.00884222
0.683637,0.771672,-0.339738,0.00445428
0.666858,0.755658,-0.342808,0.00441732
0.677415,0.776419,-0.3409,0.00537957
0.697708,0.779081,-0.317222,0.00696366
0.678092,0.779468,-0.337724,0.00722448
0.67331,0.785193,-0.341909,0.00504075
0.660402,0.796621,-0.346908,0.0040731
0.66262,0.810447,-0.320993,0.00464865
0.686523,0.793408,-0.356816,0.00379532
0.699913,0.814169,-0.345166,0.0056378
0.712084,0.83319,-0.317515,0.00596555
0.724399,0.828447,-0.256917,0.00716272
0.732383,0.845608,-0.270656,0.00984487
0.732383,0.845608,-0.270656,0.00984487
0.753269,0.828076,-0.304762,0.00645726
0.759028,0.838796,-0.271439,0.00847049
0.783589,0.838894,-0.244734,0.013608
0.786316,0.819175,-0.28515,0.00828
0.804104,0.80924,-0.266851,0.0105536
0.789136,0.822372,-0.30662,0.00803117
0.787894,0.824064,-0.245164,0.0108157
0.804284,0.832399,-0.281341,0.00827568
0.819005,0.830918,-0.193016,0.0127978
0.83834,0.818045,-0.236978,0.0103774
0.860744,0.836076,-0.181073,0.0118344
0.840077,0.812416,-0.214346,0.0116644
0.850519,0.82101,-0.243537,0.0116231
0.831747,0.81195,-0.269766,0.00902695
0.808204,0.820002,-0.283556,0.0117103
0.802522,0.829568,-0.203209,0.0111048
0.801751,0.846791,-0.224416,0.0135918
0.818121,0.837791,-0.292758,0.00838285
0.823432,0.830906,-0.209627,0.0150793
0.83736,0.846552,-0.220317,0.0137206
0.817855,0.829484,-0.25505,0.0104086
0.796418,0.842783,-0.272881,0.01257
0.775245,0.865691,-0.21831,0.0116527
0.773021,0.869235,-0.22903,0.0089927
0.757026,0.885976,-0.220452,0.0132701
0.758935,0.872369,-0.243792,0.0147872
0.755916,0.877364,-0.223033,0.011679
0.751898,0.856931,-0.208356,0.0160088
0.731331,0.874327,-0.219418,0.0158373
0.719448,0.858699,-0.281627,0.00839299
0.700202,0.837063,-0.274638,0.00702153
0.70762,0.832805,-0.284363,0.00720989
0.711794,0.824486,-0.321968,0.00787616
0.700799,0.814238,-0.322304,0.00499935
0.683544,0.815117,-0.327905,0.00570171
0.683544,0.815117,-0.327905,0.00570171
0.672612,0.82265,-0.305023,0.00751184
0.674808,0.811784,-0.343524,0.00542253
0.680768,0.819452,-0.33087,0.00536756
0.659947,0.80553,-0.304183,0.00609089
0.6629,0.805963,-0.323387,0.00540011
0.660866,0.830762,-0.289594,0.00610111
0.672355,0.852182,-0.313065,0.00620507
0.683489,0.846025,-0.29895,0.00663835
0.692572,0.854885,-0.292978,0.00708604
0.68672,0.851763,-0.286882,0.00611592
0.666665,0.87093,-0.231347,0.0101293
0.656478,0.856212,-0.301313,0.00487487
0.666322,0.836241,-0.317865,0.00567345
0.683276,0.856347,-0.327872,0.00490351
0.6636,0.850981,-0.310249,0.00573171
0.648111,0.846745,-0.304851,0.00577981
0.650004,0.822993,-0.287562,0.00795398
0.662368,0.843935,-0.315069,0.00594537
0.651018,0.829184,-0.295932,0.00660858
0.665263,0.810515,-0.314034,0.00530307
0.683211,0.810228,-0.310287,0.00643627
0.658394,0.792313,-0.324813,0.00606092
0.649163,0.783949,-0.338813,0.00418356
0.640468,0.778442,-0.298363,0.00621452
0.650944,0.777999,-0.345894,0.00386946
0.672739,0.755595,-0.353675,0.00365751
0.657526,0.76688,-0.333528,0.00588983
0.651089,0.788813,-0.327656,0.00554241
0.649426,0.78999,-0.313635,0.00646761
0.664092,0.790471,-0.32463,0.00498102
0.677051,0.782635,-0.336014,0.0051794
0.667424,0.767052,-0.356409,0.00355906
0.649505,0.778443,-0.343788,0.00436948
0.628985,0.760123,-0.346029,0.00345426
0.605827,0.774855,-0.320241,0.00355034
0.618711,0.792965,-0.324159,0.00413082
0.633274,0.815169,-0.297437,0.00486863
0.636249,0.798559,-0.326653,0.00356636
0.644011,0.807484,-0.315918,0.00674882
0.630641,0.798583,-0.31996,0.00569547
0.619312,0.813582,-0.299975,0.00663753
0.604834,0.790433,-0.306549,0.0050118
0.59925,0.796964,-0.289913,0.00438422
0.614969,0.800759,-0.296466,0.00509014
0.63101,0.821822,-0.311831,0.00460149
0.638932,0.846166,-0.251701,0.00942709
0.624649,0.863943,-0.267137,0.0102057
0.604767,0.880905,-0.27411,0.00727992
0.588223,0.905353,-0.242207,0.00823944
0.566049,0.92949,-0.25742,0.00775988
0.564003,0.905363,-0.271178,0.0062538
0.549564,0.912068,-0.240131,0.00894639
0.545041,0.923503,-0.25651,0.00638455
0.550381,0.898782,-0.256558,0.00849098
0.52669,0.88433,-0.298343,0.0038945
0.544538,0.901694,-0.247762,0.00608821
0.566579,0.876714,-0.33185,0.00451131
0.554224,0.890762,-0.235029,0.00781333
0.544994,0.875889,-0.274791,0.00729155
0.521613,0.872714,-0.290116,0.00582781
0.514001,0.854786,-0.292135,0.00458951
0.527328,0.840726,-0.296497,0.00477351
0.518685,0.819736,-0.292516,0.00484894
0.517082,0.795097,-0.264001,0.00442803
0.523618,0.794776,-0.269751,0.00469314
0.517174,0.81935,-0.297611,0.00373873
0.514086,0.803734,-0.268546,0.0039522
0.537533,0.784226,-0.302078,0.00434307
0.549982,0.795782,-0.285117,0.00380795
0.540325,0.818543,-0.287895,0.00451813
0.532517,0.79566,-0.295717,0.00387919
0.520627,0.798628,-0.258405,0.00406582
0.501937,0.775683,-0.275407,0.00402564
0.505954,0.795879,-0.27435,0.00425968
0.495517,0.800436,-0.27774,0.00453781
0.495517,0.800436,-0.27774,0.00453781
0.506058,0.79712,-0.269999,0.00463451
0.506548,0.795437,-0.299175,0.00505145
0.518317,0.789463,-0.255341,0.00467837
0.531852,0.786287,-0.273965,0.00432079
0.55204,0.774222,-0.279449,0.00414829
0.565,0.749614,-0.281911,0.00437002
0.556508,0.734018,-0.272482,0.00380689
0.579923,0.718292,-0.288732,0.00440895
0.584232,0.711239,-0.292095,0.00362931
0.571309,0.687375,-0.29951,0.00411745
0.561318,0.690157,-0.269612,0.00376228
0.558663,0.707013,-0.292078,0.00391104
0.555157,0.727736,-0.283622,0.00378827
0.5643,0.737854,-0.298179,0.0041489
0.585926,0.71792,-0.316229,0.00394117
0.606366,0.728153,-0.325882,0.00392697
0.606366,0.728153,-0.325882,0.00392697
0.611611,0.743111,-0.315216,0.00447042
0.615034,0.721828,-0.322466,0.00387097
0.619551,0.709763,-0.324436,0.00435431
0.639204,0.701326,-0.336661,0.00393135
0.617279,0.695732,-0.313598,0.00342749
0.59672,0.691588,-0.33663,0.00370298
0.588578,0.709137,-0.307176,0.00346144
0.606487,0.697489,-0.327114,0.00342001
0.602474,0.678997,-0.338217,0.00378213
0.610915,0.686718,-0.327089,0.00328092
0.622836,0.683154,-0.336114,0.00302602
0.627797,0.675177,-0.333587,0.00356562
0.643107,0.689607,-0.3613,0.00319288
0.636569,0.701676,-0.332483,0.00487007
0.639155,0.702295,-0.33894,0.00325359
0.640736,0.722739,-0.328585,0.00341717
0.628016,0.714109,-0.344036,0.00421188
0.649881,0.691563,-0.363313,0.00250486
0.657631,0.707832,-0.351632,0.00376597
0.674313,0.704094,-0.366301,0.00340578
0.696067,0.697399,-0.385294,0.00317184
0.704406,0.716841,-0.383578,0.00326302
0.690728,0.732776,-0.363187,0.00351354
0.704724,0.746906,-0.359079,0.0044531
0.688112,0.730687,-0.353795,0.00514074
0.669628,0.720106,-0.362144,0.00310589
0.686952,0.722217,-0.367838,0.00406965
0.675744,0.722759,-0.384443,0.00293918
0.65112,0.699136,-0.347583,0.00274966
0.651949,0.699808,-0.350715,0.00337732
0.665639,0.719379,-0.357847,0.0031198
0.651942,0.733587,-0.325892,0.00326906
0.652459,0.731536,-0.342725,0.00381197
0.667835,0.728047,-0.354707,0.00363036
0.656689,0.709511,-0.35589,0.00275781
0.639129,0.690229,-0.336712,0.00468717
0.658437,0.713107,-0.361733,0.0033189
0.653547,0.690125,-0.364543,0.00287043
0.632484,0.669044,-0.350296,0.00301457
0.617435,0.645298,-0.352261,0.00335051
0.593498,0.641266,-0.283807,0.00332365
0.591922,0.625483,-0.287604,0.00334292
0.598528,0.637103,-0.303311,0.00413693
0.583197,0.625114,-0.283231,0.00357215
0.606993,0.61871,-0.289301,0.00327398
0.601181,0.631275,-0.315919,0.00320505
0.601181,0.631275,-0.315919,0.00320505
0.623653,0.642717,-0.351386,0.00310613
0.643287,0.663159,-0.359489,0.00297141
0.636134,0.687277,-0.355079,0.0029723
0.615825,0.679967,-0.325915,0.00347248
0.604738,0.689894,-0.310395,0.00357658
0.623569,0.677471,-0.344101,0.00340612
0.629515,0.667526,-0.339566,0.00292496
0.630134,0.644704,-0.333662,0.00287098
0.616495,0.630341,-0.330348,0.00337013
0.60327,0.613986,-0.3163,0.00330048
0.602742,0.599609,-0.32562,0.00354732
0.602742,0.599609,-0.32562,0.00354732
0.627218,0.601192,-0.33435,0.00329163
0.632733,0.611069,-0.343574,0.00304127
0.652574,0.601577,-0.353096,0.00251919
0.63434,0.620799,-0.348104,0.00337696
0.634932,0.596209,-0.351022,0.00322163
0.625974,0.605553,-0.350155,0.00302058
0.621934,0.601694,-0.332118,0.00341571
0.617835,0.606172,-0.334353,0.00262812
0.637342,0.599186,-0.354505,0.00281456
0.624653,0.596197,-0.324131,0.00317205
0.607953,0.620154,-0.323413,0.00334701
0.607997,0.617775,-0.309373,0.00298557
0.61736,0.600209,-0.340482,0.00327974
0.593931,0.58858,-0.278883,0.00347232
0.594693,0.579439,-0.29615,0.00365558
0.619394,0.554479,-0.310577,0.00336627
0.609214,0.55466,-0.287283,0.00340142
0.626544,0.541679,-0.278829,0.00303877
0.612129,0.562326,-0.297823,0.00307439
0.627746,0.576666,-0.330237,0.00285827
0.616179,0.55491,-0.300853,0.00335869
0.617908,0.569473,-0.325587,0.0034212
0.59866,0.560846,-0.274537,0.00315684
0.573795,0.548697,-0.236089,0.00350662
0.568343,0.560151,-0.24868,0.00425427
0.568343,0.560151,-0.24868,0.00425427
0.549518,0.56109,-0.201597,0.00353403
0.525891,0.570503,-0.184936,0.00425652
0.521603,0.564384,-0.171624,0.00477849
0.50634,0.553307,-0.131941,0.00455028
0.521499,0.550437,-0.180329,0.00416874
0.525275,0.541868,-0.156342,0.00426524
0.513954,0.529151,-0.120985,0.00477724
0.525286,0.540994,-0.131154,0.0036769
0.549996,0.538893,-0.173171,0.00364748
0.531117,0.527323,-0.16949,0.00440634
0.550891,0.510578,-0.156524,0.00330032
0.535176,0.527231,-0.150319,0.00396843
0.523805,0.542641,-0.155231,0.00438945
0.525075,0.531375,-0.133729,0.00453509
0.507457,0.529884,-0.112806,0.00491902
0.510103,0.527135,-0.140242,0.0036354
0.505142,0.536356,-0.13392,0.00428041
0.524842,0.54549,-0.159036,0.00468207
0.547394,0.520822,-0.170326,0.00431654
0.52964,0.544951,-0.160551,0.00354573
0.54177,0.539068,-0.168837,0.00419084
0.529985,0.524223,-0.135674,0.00391719
0.517374,0.512722,-0.119492,0.00417496
0.502401,0.531163,-0.0832434,0.00404157
0.509577,0.535791,-0.126707,0.00448132
0.51641,0.524755,-0.116959,0.00350717
0.517084,0.513081,-0.115727,0.00468803
0.518575,0.504073,-0.103974,0.00419291
0.53051,0.511184,-0.118189,0.004727
0.535299,0.511738,-0.141087,0.00432546
0.52708,0.487519,-0.0952067,0.00412981
0.508289,0.477374,-0.0574968,0.00469521
0.506008,0.488632,-0.06835,0.00489539
0.506008,0.488632,-0.06835,0.00489539
0.51481,0.497691,-0.10334,0.00448599
0.494389,0.473884,-0.0360177,0.00487865
0.478431,0.498027,-0.0119439,0.00453437
0.457014,0.488491,0.0381287,0.0044779
0.463155,0.505794,-0.00288805,0.00473846
0.470927,0.486548,-0.00790609,0.00499902
0.492716,0.479417,-0.00287613,0.00452573
0.46874,0.497131,-0.00163975,0.00399931
0.466466,0.489665,-0.00519293,0.00548623
0.445299,0.505839,0.0461299,0.00483074
0.429417,0.482456,0.0795334,0.00508833
0.434022,0.485487,0.074469,0.00439365
0.450377,0.463204,0.0947119,0.00466137
0.439028,0.486658,0.0926529,0.00466151
0.456595,0.465406,0.0695346,0.00480331
0.472731,0.476906,0.0184443,0.00457342
0.49288,0.487361,-0.0478277,0.00516001
0.487642,0.475629,-0.0254187,0.0045904
0.499126,0.482169,-0.0372054,0.0042894
0.5169,0.502343,-0.0996824,0.00478919
0.528132,0.499619,-0.109687,0.00380337
0.536231,0.505158,-0.140418,0.00361901
0.51444,0.490463,-0.0985926,0.00472914
0.516774,0.495481,-0.0788458,0.00412071
0.514537,0.518561,-0.105633,0.00455131
0.492827,0.531561,-0.0662012,0.00474427
0.492425,0.540474,-0.100903,0.00518999
0.473963,0.534547,-0.0608584,0.00417593
0.450639,0.554479,-0.0611144,0.0058248
0.450639,0.554479,-0.0611144,0.0058248
0.470903,0.56163,-0.0916538,0.00447416
0.452052,0.559785,-0.046381,0.00464716
0.476628,0.576016,-0.0560903,0.00390479
0.489123,0.591181,-0.177067,0.0048708
0.484319,0.588843,-0.142462,0.0047301
0.490655,0.582143,-0.131343,0.00424677
0.490655,0.582143,-0.131343,0.00424677
0.512224,0.562957,-0.153273,0.00423393
0.514837,0.548216,-0.137657,0.00438717
0.512571,0.561996,-0.175727,0.00454524
0.516024,0.546657,-0.13911,0.00441593
0.497779,0.522004,-0.0853546,0.0048105
0.49119,0.513928,-0.0890037,0.00452512
0.489866,0.530691,-0.0909095,0.00470465
0.470685,0.522892,-0.0481749,0.00485987
0.479938,0.531666,-0.0765383,0.00463263
0.460495,0.519117,0.00738773,0.00457261
0.476256,0.535553,-0.072044,0.00460214
0.451639,0.53978,-0.0105798,0.00491265
0.441855,0.520777,0.00486165,0.00458889
0.439044,0.503825,0.0363801,0.00552711
0.414488,0.521939,0.0431105,0.0058794
0.411859,0.528447,0.0717573,0.00527715
0.435604,0.5383,-0.0243631,0.00521299
0.411453,0.549213,0.0417764,0.00504126
0.415728,0.543131,0.0194804,0.00552356
0.419971,0.5615,-0.0100057,0.00451693
0.397429,0.540785,0.075187,0.00568696
0.397429,0.540785,0.075187,0.00568696
0.406308,0.549137,0.0561321,0.00570636
0.405328,0.531138,0.0666444,0.00518924
0.396193,0.525743,0.0896851,0.00507534
0.401472,0.513646,0.11808,0.00493062
0.422592,0.535867,0.0566697,0.00478524
0.446261,0.555308,-0.049883,0.0043678
0.438227,0.547884,-0.0212198,0.00501333
0.446853,0.571113,-0.063316,0.00511847
0.442079,0.591196,-0.0594019,0.00575906
0.457153,0.608212,-0.0796127,0.0050117
0.455058,0.59403,-0.0844516,0.00445885
0.442958,0.588036,-0.0801129,0.00565642
0.429061,0.570999,-0.0619216,0.004609
0.416163,0.553246,0.0124034,0.00465273
0.433911,0.534985,0.0155001,0.00495566
0.455007,0.548637,-0.0256337,0.00438418
0.469641,0.571892,-0.0792451,0.00458864
0.492789,0.581327,-0.127017,0.00449122
0.485119,0.60276,-0.146956,0.00426435
0.479092,0.626244,-0.171569,0.0041938
0.476649,0.617709,-0.144993,0.00555005
0.463854,0.623595,-0.169753,0.00570467
0.469777,0.606022,-0.141335,0.00522789
0.456815,0.605655,-0.12143,0.00532176
0.478031,0.584797,-0.0923036,0.00470543
0.463337,0.559811,-0.0735123,0.00494508
0.475427,0.546901,-0.0905396,0.00500748
0.482927,0.555137,-0.132829,0.00488329
0.486165,0.57864,-0.144166,0.00470891
0.486165,0.57864,-0.144166,0.00470891
0.486165,0.57864,-0.144166,0.00470891
0.494383,0.572517,-0.137769,0.00525202
0.514894,0.579481,-0.164572,0.00353338
0.521604,0.558901,-0.170666,0.00446138
0.49682,0.53903,-0.112327,0.00471389
0.495262,0.554834,-0.127446,0.00422464
0.485993,0.553991,-0.124965,0.00554718
0.463666,0.57288,-0.0564884,0.00488475
0.44011,0.553095,-0.00566858,0.00474249
0.420587,0.535197,0.0434463,0.00459062
0.427208,0.550943,0.000222012,0.00651666
0.425678,0.552304,0.0263467,0.0045322
0.430798,0.550706,0.00677767,0.00526305
0.421506,0.568306,0.0179698,0.00464358
0.435096,0.561493,-0.0101194,0.0052523
0.453327,0.585708,-0.0772074,0.00469506
0.433419,0.584385,-0.0479223,0.00495107
0.422524,0.563869,0.00366766,0.00515094
0.415971,0.586727,-0.0324821,0.00545699
0.422047,0.56871,-0.00978624,0.00543392
