mu,sigma,integral,error
0.704218,0.695003,-0.383908,0.00287647
0.700866,0.702465,-0.379135,0.00320867
0.702308,0.688106,-0.386253,0.00330638
0.701163,0.678031,-0.393172,0.00284317
0.717885,0.69898,-0.401662,0.00248587
0.715479,0.680858,-0.413617,0.00247737
0.715479,0.680858,-0.413617,0.00247737
0.703117,0.679005,-0.401322,0.0032694
0.701827,0.7015,-0.385235,0.0025451
0.723313,0.718666,-0.380609,0.0041991
0.712475,0.709179,-0.374703,0.00356653
0.695146,0.727911,-0.358868,0.00584932
0.711508,0.748921,-0.37788,0.00338871
0.723788,0.768278,-0.359814,0.00545049
0.698826,0.793043,-0.310852,0.00802
0.698826,0.793043,-0.310852,0.00802
0.695431,0.805347,-0.302814,0.00785909
0.67668,0.801067,-0.297722,0.00671949
0.686507,0.806294,-0.31736,0.00543494
0.686507,0.806294,-0.31736,0.00543494
0.686507,0.806294,-0.31736,0.00543494
0.686507,0.806294,-0.31736,0.00543494
0.698395,0.789282,-0.320662,0.00581215
0.723242,0.780105,-0.330825,0.00624557
0.736855,0.782638,-0.314303,0.00647508
0.71574,0.770004,-0.34096,0.00505013
0.719922,0.760206,-0.364623,0.00508708
0.719922,0.760206,-0.364623,0.00508708
0.70832,0.756484,-0.360184,0.00366913
0.695619,0.738148,-0.376732,0.0044694
0.711225,0.720278,-0.374226,0.00429919
0.72979,0.740852,-0.360988,0.00455153
0.752284,0.739123,-0.361815,0.00582497
0.728397,0.743179,-0.376858,0.00455044
0.721277,0.738038,-0.397316,0.00316626
0.720252,0.754723,-0.37894,0.00368116
0.702155,0.757682,-0.359548,0.00411973
0.717689,0.768621,-0.321251,0.00664441
0.714062,0.791297,-0.337213,0.0052088
0.720031,0.796221,-0.332296,0.00459492
0.720031,0.796221,-0.332296,0.00459492
0.705234,0.79011,-0.345259,0.00571958
0.694995,0.794181,-0.327971,0.00601502
0.68682,0.772911,-0.363134,0.00381111
0.697338,0.790248,-0.316596,0.00499172
0.689429,0.810206,-0.326315,0.00704642
0.689429,0.810206,-0.326315,0.00704642
0.672893,0.79344,-0.336124,0.00507988
0.684678,0.795289,-0.338995,0.00704398
0.689661,0.775575,-0.30827,0.00631929
0.684925,0.750923,-0.335708,0.00479116
0.696646,0.752338,-0.344174,0.00485504
0.69289,0.751127,-0.352116,0.00388042
0.70101,0.75912,-0.364038,0.00438046
0.701078,0.756302,-0.363719,0.00395997
0.698784,0.758136,-0.354753,0.00407932
0.687994,0.746,-0.354635,0.0046196
0.684913,0.732108,-0.35099,0.00438977
0.675421,0.712476,-0.363746,0.00311932
0.667942,0.730334,-0.362805,0.00457588
0.643162,0.708007,-0.350456,0.00339464
0.643119,0.72274,-0.35331,0.00318143
0.643119,0.72274,-0.35331,0.00318143
0.654628,0.706217,-0.367013,0.00332102
0.664175,0.695312,-0.352927,0.00343221
0.679348,0.692424,-0.366398,0.00450812
0.66736,0.670999,-0.370893,0.00270096
0.658135,0.693718,-0.368916,0.00320421
0.658693,0.691003,-0.354707,0.00288101
0.662815,0.679602,-0.368864,0.00315495
0.661293,0.684551,-0.370076,0.00307379
0.655938,0.691818,-0.357964,0.00321468
0.662883,0.673751,-0.370493,0.00258838
0.651122,0.679856,-0.37146,0.0030797
0.651122,0.679856,-0.37146,0.0030797
0.63723,0.680342,-0.364129,0.0026639
0.661198,0.667704,-0.376856,0.00317368
0.661198,0.667704,-0.376856,0.00317368
0.661198,0.667704,-0.376856,0.00317368
0.637727,0.689309,-0.336525,0.00310525
0.6324,0.672427,-0.359791,0.00276595
0.6324,0.672427,-0.359791,0.00276595
0.6324,0.672427,-0.359791,0.00276595
0.612026,0.650881,-0.319414,0.00328151
0.61985,0.64765,-0.319215,0.0030148
0.624668,0.644784,-0.315484,0.00368251
0.599834,0.6376,-0.325695,0.0036614
0.611833,0.641239,-0.319755,0.00318175
0.589051,0.617516,-0.305453,0.00387161
0.564572,0.604802,-0.256797,0.00359087
0.544488,0.612581,-0.243469,0.00400368
0.552095,0.634109,-0.25041,0.00375224
0.568594,0.659012,-0.27189,0.00371541
0.590717,0.6514,-0.292188,0.00327217
0.600487,0.675747,-0.332073,0.00357966
0.616636,0.667215,-0.323002,0.00340191
0.636146,0.657668,-0.349797,0.00301794
0.619806,0.632779,-0.338945,0.00338192
0.619806,0.632779,-0.338945,0.00338192
0.620129,0.629973,-0.322735,0.00341301
0.62496,0.648691,-0.326514,0.0028935
0.618062,0.632129,-0.352256,0.00333424
0.634225,0.630037,-0.365576,0.00339394
0.653833,0.630094,-0.365158,0.00320504
0.675171,0.622203,-0.383462,0.00275929
0.687489,0.633804,-0.390402,0.00222008
0.704504,0.650033,-0.402005,0.00218201
0.723561,0.672206,-0.412283,0.00262093
0.736074,0.667597,-0.413025,0.00279401
0.756119,0.650616,-0.421121,0.00209042
0.757948,0.634164,-0.444775,0.00146561
0.739627,0.622484,-0.421961,0.00168006
0.724049,0.638017,-0.416307,0.00176449
0.723618,0.65354,-0.397035,0.00400264
0.703513,0.668363,-0.394186,0.00215432
0.701749,0.675532,-0.406569,0.00216425
0.68774,0.684839,-0.387059,0.00284514
0.698342,0.675976,-0.406803,0.00239294
0.722449,0.66352,-0.414589,0.00223678
0.697861,0.686793,-0.371231,0.00321873
0.718667,0.672304,-0.400493,0.00237223
0.697513,0.687909,-0.388059,0.00348597
0.719377,0.7046,-0.386384,0.0027495
0.723474,0.697639,-0.407553,0.00270532
0.707565,0.704024,-0.399063,0.00326243
0.707565,0.704024,-0.399063,0.00326243
0.708145,0.680911,-0.414226,0.00223456
0.684118,0.668366,-0.392873,0.00303683
0.668503,0.649189,-0.378848,0.00266447
0.684189,0.670139,-0.379705,0.00352893
0.700007,0.687708,-0.387604,0.00258258
0.696331,0.708134,-0.405711,0.00257327
0.676534,0.70681,-0.345698,0.00386034
0.658779,0.687272,-0.361857,0.00264725
0.663653,0.698863,-0.373004,0.0029289
0.65525,0.696816,-0.342013,0.00449784
0.667531,0.69413,-0.363904,0.00341742
0.682267,0.70475,-0.377904,0.00299315
0.682267,0.70475,-0.377904,0.00299315
0.6772,0.700225,-0.359683,0.0035427
0.679398,0.698002,-0.383081,0.00399715
0.665903,0.703115,-0.355028,0.00274952
0.669385,0.682646,-0.367289,0.00282284
0.694297,0.682105,-0.38038,0.00307883
0.684043,0.677321,-0.403304,0.00305208
0.68499,0.653553,-0.381735,0.00239151
0.690232,0.666523,-0.366849,0.00431893
0.701134,0.673315,-0.386973,0.00247913
0.702727,0.690053,-0.376429,0.00378859
0.708616,0.697098,-0.377334,0.00295951
0.713029,0.703832,-0.392273,0.00318913
0.704646,0.713472,-0.384233,0.00335762
0.705534,0.720358,-0.373624,0.00285182
0.724402,0.727547,-0.377941,0.00383387
0.724428,0.729076,-0.371425,0.00374641
0.72056,0.742169,-0.376874,0.00477467
0.736201,0.729177,-0.378704,0.00442706
0.736775,0.745427,-0.344188,0.00672352
0.737202,0.730281,-0.361186,0.00525131
0.740461,0.713249,-0.4019,0.00384337
0.738685,0.701484,-0.401344,0.00354937
0.738152,0.71229,-0.373247,0.00412237
0.746921,0.693332,-0.427489,0.00207761
0.746921,0.693332,-0.427489,0.00207761
0.726947,0.682706,-0.409395,0.00291768
0.726507,0.685874,-0.404468,0.00234718
0.726507,0.685874,-0.404468,0.00234718
0.717794,0.704633,-0.400204,0.00384616
0.734251,0.724547,-0.388072,0.00359356
0.749392,0.733644,-0.387403,0.00350734
0.767389,0.720182,-0.394482,0.00422851
0.762084,0.740845,-0.394356,0.00341165
0.762084,0.740845,-0.394356,0.00341165
0.740635,0.735714,-0.367676,0.00400872
0.723856,0.7197,-0.377139,0.00442874
0.734413,0.740461,-0.377254,0.00428531
0.754706,0.743123,-0.346051,0.00628978
0.73509,0.74351,-0.368169,0.00848998
0.730308,0.749235,-0.370818,0.00477565
0.7174,0.760663,-0.381176,0.00357973
0.7174,0.760663,-0.381176,0.00357973
0.741302,0.743624,-0.391601,0.00349037
0.754692,0.764385,-0.375774,0.00492956
0.766864,0.783405,-0.348681,0.00548074
0.779178,0.778663,-0.295261,0.00648546
0.787163,0.795824,-0.310156,0.00763738
0.787163,0.795824,-0.310156,0.00763738
0.808048,0.778292,-0.329144,0.00612221
0.813807,0.789012,-0.299822,0.00808457
0.838369,0.78911,-0.280886,0.0111082
0.841096,0.76939,-0.309994,0.00811294
0.858884,0.759455,-0.290101,0.00920253
0.843915,0.772587,-0.325874,0.00737611
0.842674,0.77428,-0.255828,0.0119143
0.859064,0.782615,-0.299374,0.00821781
0.873784,0.781134,-0.198802,0.0126692
0.893119,0.768261,-0.276057,0.0090939
0.893119,0.768261,-0.276057,0.0090939
0.872451,0.744601,-0.302072,0.00723408
0.882894,0.753195,-0.317673,0.00827943
0.864122,0.744135,-0.333966,0.00729558
0.840579,0.752187,-0.348306,0.00746317
0.834897,0.761753,-0.288092,0.00778408
0.834126,0.778976,-0.303405,0.00992347
0.850496,0.769976,-0.335148,0.00793184
0.855806,0.763091,-0.283882,0.0121532
0.869735,0.778737,-0.298548,0.00899871
0.85023,0.761669,-0.331901,0.00683922
0.828793,0.774968,-0.338351,0.00867005
0.80762,0.797876,-0.310073,0.00803375
0.80762,0.797876,-0.310073,0.00803375
0.80762,0.797876,-0.310073,0.00803375
0.809529,0.784269,-0.320686,0.00962201
0.80651,0.789264,-0.307946,0.00818869
0.802492,0.768831,-0.317585,0.00914271
0.802492,0.768831,-0.317585,0.00914271
0.79061,0.753203,-0.373645,0.00550183
0.771364,0.731567,-0.371721,0.00480068
0.778781,0.727309,-0.383555,0.00415916
0.782955,0.71899,-0.399552,0.00438877
0.77196,0.708742,-0.410973,0.00317178
0.754705,0.709621,-0.407435,0.00328468
0.754705,0.709621,-0.407435,0.00328468
0.743773,0.717154,-0.386573,0.00404541
0.745969,0.706288,-0.418548,0.00272074
0.75193,0.713956,-0.411864,0.00327548
0.731108,0.700034,-0.39992,0.00253752
0.734061,0.700467,-0.409085,0.00316008
0.732027,0.725266,-0.370574,0.00400648
0.743516,0.746686,-0.377666,0.00480366
0.75465,0.740529,-0.381542,0.00420022
0.75465,0.740529,-0.381542,0.00420022
0.748798,0.737406,-0.371034,0.00413713
0.728744,0.756573,-0.333346,0.00612717
0.718557,0.741855,-0.378016,0.0032708
0.7284,0.721884,-0.381541,0.00400869
0.745354,0.741991,-0.397558,0.00333111
0.745354,0.741991,-0.397558,0.00333111
0.729866,0.737755,-0.382095,0.00368843
0.731759,0.714003,-0.372332,0.00369055
0.744122,0.734946,-0.390552,0.00355628
0.732772,0.720194,-0.377133,0.00412528
0.747018,0.701525,-0.40961,0.00284273
0.764965,0.701239,-0.401462,0.00379691
0.740148,0.683323,-0.407807,0.00368636
0.730918,0.674959,-0.414411,0.00236791
0.722223,0.669452,-0.394191,0.00317816
0.732698,0.669009,-0.424693,0.00198773
0.754494,0.646606,-0.429181,0.00168901
0.739281,0.657891,-0.423195,0.00248512
0.732843,0.679824,-0.406571,0.00279479
0.731181,0.681,-0.409765,0.00290842
0.745847,0.681482,-0.408077,0.00285742
0.758806,0.673645,-0.421444,0.00228603
0.749179,0.658063,-0.431184,0.00178792
0.731259,0.669453,-0.42128,0.00234653
0.71074,0.651133,-0.417601,0.00211177
0.687581,0.665866,-0.389424,0.0021368
0.700466,0.683976,-0.397978,0.00260559
0.715028,0.706179,-0.378369,0.00299529
0.718003,0.689569,-0.394734,0.00226194
0.725766,0.698494,-0.402126,0.00367745
0.712396,0.689593,-0.400314,0.00281698
0.701067,0.704593,-0.394513,0.00271954
0.686589,0.681443,-0.382048,0.0030541
0.681004,0.687974,-0.368414,0.00264133
0.696723,0.69177,-0.385517,0.00298221
0.712764,0.712832,-0.387137,0.00295172
0.720686,0.737176,-0.34272,0.00564496
0.706404,0.754953,-0.344187,0.00778186
0.686522,0.771915,-0.343564,0.00496505
0.686522,0.771915,-0.343564,0.00496505
0.664348,0.796052,-0.343024,0.00403187
0.662302,0.771925,-0.339766,0.00416416
0.647864,0.77863,-0.3209,0.00513421
0.64334,0.790065,-0.325093,0.00419097
0.648681,0.765344,-0.334501,0.00430882
0.624989,0.750892,-0.340629,0.00315406
0.642837,0.768257,-0.31816,0.00463832
0.664879,0.743276,-0.386998,0.00318541
0.652523,0.757324,-0.314613,0.00484923
0.643293,0.742451,-0.345827,0.00459443
0.619912,0.739276,-0.333802,0.0040306
0.612301,0.721348,-0.340843,0.00315166
0.625628,0.707288,-0.34523,0.00353354
0.616985,0.686298,-0.341213,0.00355033
0.615381,0.661659,-0.32394,0.0031291
0.621918,0.661338,-0.338408,0.00351575
0.615473,0.685912,-0.346069,0.00335172
0.615473,0.685912,-0.346069,0.00335172
0.638921,0.666404,-0.369653,0.00320752
0.65137,0.67796,-0.354412,0.00288575
0.641712,0.700721,-0.350731,0.00344174
0.633905,0.677838,-0.353573,0.00292415
0.622014,0.680806,-0.327097,0.00298114
0.603324,0.65786,-0.324566,0.00323116
0.607341,0.678057,-0.339765,0.00367958
0.596904,0.682614,-0.322774,0.00381869
0.596904,0.682614,-0.322774,0.00381869
0.607446,0.679298,-0.323017,0.0034073
0.607936,0.677615,-0.348556,0.00346796
0.619705,0.671641,-0.325776,0.00309982
0.63324,0.668465,-0.347325,0.00315537
0.653428,0.6564,-0.356776,0.00290655
0.666387,0.631791,-0.370712,0.00272495
0.666387,0.631791,-0.370712,0.00272495
0.689802,0.616065,-0.389194,0.00237703
0.694111,0.609013,-0.396959,0.00212502
0.681188,0.585148,-0.391811,0.00260715
0.681188,0.585148,-0.391811,0.00260715
0.678533,0.602005,-0.389774,0.00244931
0.675028,0.622727,-0.382591,0.00264824
0.68417,0.632845,-0.39673,0.00273942
0.705796,0.612911,-0.413409,0.00198984
0.726236,0.623145,-0.419401,0.00191437
0.726236,0.623145,-0.419401,0.00191437
0.731481,0.638102,-0.419285,0.00205953
0.734905,0.616819,-0.423475,0.00170302
0.739421,0.604754,-0.423996,0.00182105
0.759074,0.596318,-0.427833,0.00162857
0.737149,0.590723,-0.418943,0.00182608
0.716591,0.586579,-0.403744,0.00189507
0.708448,0.604129,-0.409618,0.0022451
0.726358,0.59248,-0.423134,0.0021098
0.722344,0.573988,-0.416398,0.00218817
0.730785,0.581709,-0.417547,0.00200863
0.742706,0.578146,-0.414156,0.00166786
0.747667,0.570169,-0.413609,0.00200328
0.762977,0.584598,-0.43082,0.00151987
0.756439,0.596667,-0.428799,0.00171991
0.759025,0.597287,-0.435329,0.00162604
0.760606,0.61773,-0.430926,0.00151967
0.747886,0.609101,-0.437162,0.00177239
0.747886,0.609101,-0.437162,0.00177239
0.755636,0.62537,-0.430448,0.00201545
0.772318,0.621632,-0.441067,0.00163066
0.794072,0.614936,-0.441084,0.00157485
0.802411,0.634379,-0.445357,0.00181127
0.788733,0.650314,-0.436561,0.00177521
0.802729,0.664444,-0.430553,0.00311157
0.786117,0.648225,-0.425056,0.00332769
0.767633,0.637644,-0.43137,0.00206245
0.784958,0.639755,-0.439269,0.00213463
0.773749,0.640297,-0.444345,0.00155481
0.749125,0.616673,-0.429685,0.00145359
0.749954,0.617345,-0.42717,0.00180356
0.763644,0.636916,-0.438998,0.00163844
0.749947,0.651124,-0.414295,0.00167801
0.750464,0.649074,-0.42606,0.00184702
0.76584,0.645584,-0.429394,0.00275198
0.754694,0.627049,-0.430757,0.00147602
0.737134,0.607767,-0.42335,0.00197086
0.756442,0.630644,-0.435745,0.00178233
0.751552,0.607662,-0.431182,0.00140495
0.730489,0.586582,-0.41806,0.00181521
0.71544,0.562835,-0.412849,0.00247575
0.691503,0.558804,-0.364787,0.00265458
0.689927,0.543021,-0.347903,0.00281566
0.696533,0.554641,-0.37088,0.00287832
0.681202,0.542652,-0.357056,0.00292473
0.704998,0.536247,-0.341892,0.00288552
0.699186,0.548812,-0.371699,0.00257552
0.675077,0.568506,-0.376987,0.00304256
0.697549,0.579948,-0.411219,0.00245093
0.717183,0.600391,-0.421089,0.00228282
0.71003,0.624508,-0.414402,0.00207402
0.689722,0.617198,-0.390016,0.00235019
0.678634,0.627125,-0.379432,0.00241874
0.697465,0.614702,-0.405022,0.00223637
0.703411,0.604757,-0.4019,0.0021489
0.70403,0.581935,-0.388538,0.00191885
0.690391,0.567572,-0.375267,0.00245759
0.677166,0.551217,-0.361043,0.0028849
0.676638,0.53684,-0.357014,0.00314312
0.676638,0.53684,-0.357014,0.00314312
0.701114,0.538423,-0.359546,0.00301094
0.706629,0.5483,-0.376015,0.00299479
0.72647,0.538808,-0.37793,0.00271684
0.708236,0.55803,-0.386639,0.0025898
0.708828,0.53344,-0.368908,0.00296209
0.69987,0.542785,-0.377794,0.00294713
0.695831,0.538926,-0.35632,0.00324511
0.691732,0.543403,-0.364945,0.002389
0.711238,0.536418,-0.381039,0.00268178
0.698549,0.533429,-0.350432,0.00263518
0.681849,0.557385,-0.372599,0.00287584
0.681894,0.555006,-0.353076,0.00254734
0.691256,0.53744,-0.364672,0.00303289
0.667827,0.525811,-0.319959,0.00341533
0.668589,0.51667,-0.320847,0.00366811
0.69329,0.49171,-0.285998,0.00453608
0.68311,0.491891,-0.262839,0.00411643
0.70044,0.478911,-0.227492,0.00415409
0.686025,0.499557,-0.281675,0.00341003
0.701642,0.513897,-0.33079,0.00306019
0.690075,0.492141,-0.283187,0.00433792
0.691804,0.506704,-0.320592,0.00367013
0.672556,0.498077,-0.269192,0.00357068
0.647691,0.485928,-0.223386,0.00391524
0.642239,0.497382,-0.264628,0.00379235
0.642239,0.497382,-0.264628,0.00379235
0.623414,0.498321,-0.239721,0.00319796
0.623414,0.498321,-0.239721,0.00319796
0.619126,0.492202,-0.215191,0.00455208
0.603863,0.481125,-0.182299,0.00434353
0.619022,0.478255,-0.207059,0.0042631
0.622798,0.469687,-0.168449,0.00404175
0.611477,0.456969,-0.138053,0.00499847
0.622809,0.468813,-0.14438,0.00390378
0.647518,0.466711,-0.145933,0.0044212
0.628639,0.455142,-0.123341,0.00490466
0.628639,0.455142,-0.123341,0.00490466
0.612924,0.471795,-0.159612,0.00433605
0.601553,0.487205,-0.190096,0.00477246
0.602823,0.475939,-0.172586,0.00429589
0.585205,0.474448,-0.146776,0.00494963
0.587851,0.471698,-0.170348,0.00391063
0.58289,0.480919,-0.173638,0.00423318
0.602591,0.490053,-0.191414,0.00415368
0.602591,0.490053,-0.191414,0.00415368
0.584837,0.514183,-0.207745,0.00335913
0.596967,0.508299,-0.22058,0.00378208
0.585182,0.493455,-0.171216,0.00352177
0.572571,0.481954,-0.15429,0.00377551
0.557598,0.500394,-0.140325,0.00354354
0.564774,0.505022,-0.182141,0.00421792
0.564774,0.505022,-0.182141,0.00421792
0.565448,0.493348,-0.16273,0.0043793
0.566939,0.484339,-0.152278,0.00392144
0.578874,0.491451,-0.171201,0.00456193
0.583662,0.492005,-0.182492,0.00387754
0.575444,0.467786,-0.12628,0.00445226
0.556653,0.457641,-0.0848385,0.00460687
0.554372,0.468899,-0.111279,0.0049726
0.554372,0.468899,-0.111279,0.0049726
0.563174,0.477958,-0.15165,0.00463471
0.563174,0.477958,-0.15165,0.00463471
0.547215,0.502101,-0.144588,0.00408114
0.547215,0.502101,-0.144588,0.00408114
0.553356,0.519404,-0.183977,0.00403716
0.561128,0.500158,-0.184438,0.00426926
0.582918,0.493027,-0.174833,0.0038559
0.558941,0.510741,-0.173149,0.00325613
0.556667,0.503274,-0.176829,0.00470312
0.556667,0.503274,-0.176829,0.00470312
0.540785,0.479891,-0.11073,0.00425754
0.545391,0.482922,-0.124377,0.00369785
0.561745,0.46064,-0.0889486,0.00403862
0.550396,0.484093,-0.113459,0.00413429
0.567963,0.462842,-0.0974684,0.00439611
0.584099,0.474342,-0.139593,0.00415298
0.604248,0.484797,-0.199699,0.00460109
0.59901,0.473064,-0.172678,0.00462754
0.610494,0.479605,-0.185252,0.00369904
0.628268,0.499779,-0.247003,0.00398223
0.639501,0.497054,-0.25043,0.00351764
0.647599,0.502593,-0.266401,0.0034174
0.647599,0.502593,-0.266401,0.0034174
0.649933,0.507611,-0.277645,0.00374041
0.647696,0.530691,-0.304882,0.00352292
0.625986,0.543691,-0.294548,0.00352238
0.625584,0.552603,-0.308638,0.00359214
0.607122,0.546677,-0.281138,0.00315271
0.583797,0.566609,-0.282864,0.0045218
0.583797,0.566609,-0.282864,0.0045218
0.604062,0.57376,-0.29733,0.00312827
0.585211,0.571915,-0.263757,0.00347675
0.609787,0.588145,-0.278325,0.00278036
0.622282,0.603311,-0.350906,0.00311357
0.617478,0.600973,-0.328411,0.00334644
0.623814,0.594273,-0.321792,0.00310417
0.623814,0.594273,-0.321792,0.00310417
0.645383,0.575087,-0.341923,0.00266266
0.647996,0.560346,-0.334033,0.0032262
0.64573,0.574126,-0.35724,0.00310382
0.649183,0.558787,-0.324751,0.00294141
0.630938,0.534134,-0.29658,0.00352919
0.624349,0.526058,-0.285118,0.00340642
0.623025,0.542821,-0.306919,0.00350889
0.603844,0.535022,-0.265989,0.00378732
0.613097,0.543795,-0.293683,0.00371236
0.593654,0.531246,-0.233982,0.00346873
0.609415,0.547683,-0.279782,0.00328109
0.584798,0.55191,-0.234803,0.00390665
0.575014,0.532907,-0.231594,0.00350875
0.572203,0.515955,-0.210051,0.0042008
0.547647,0.534069,-0.205328,0.00453217
0.545018,0.540577,-0.179184,0.00414508
0.568763,0.55043,-0.252623,0.00409851
0.544612,0.561343,-0.202838,0.00378619
0.548887,0.555261,-0.212495,0.00396696
0.55313,0.573629,-0.239544,0.0036514
0.55313,0.573629,-0.239544,0.0036514
0.55313,0.573629,-0.239544,0.0036514
0.562008,0.581981,-0.244124,0.00423138
0.561029,0.563982,-0.241311,0.00399559
0.551894,0.558588,-0.223664,0.00382852
0.557173,0.546491,-0.209262,0.00378388
0.578293,0.568712,-0.240255,0.00342033
0.601961,0.588152,-0.306541,0.00325472
0.593928,0.580728,-0.294372,0.00370892
0.602553,0.603958,-0.319573,0.00337692
0.59778,0.624041,-0.313137,0.00382241
0.612854,0.641057,-0.311475,0.00344504
0.610759,0.626874,-0.316482,0.00291077
0.598659,0.62088,-0.302906,0.00347228
0.584762,0.603844,-0.31788,0.00330163
0.584762,0.603844,-0.31788,0.00330163
0.60251,0.585582,-0.292633,0.00327411
0.623606,0.599235,-0.319007,0.0030776
0.638239,0.622489,-0.340602,0.00301135
0.661388,0.631924,-0.372651,0.00263236
0.653717,0.653357,-0.379508,0.00263336
0.647691,0.676841,-0.371055,0.00306272
0.647691,0.676841,-0.371055,0.00306272
0.634895,0.682727,-0.367316,0.00328484
0.640818,0.665155,-0.36303,0.0033788
0.627856,0.664788,-0.346288,0.00334413
0.649073,0.643929,-0.349112,0.00277535
0.634379,0.618944,-0.343069,0.00286483
0.646468,0.606034,-0.367635,0.00299515
0.653969,0.61427,-0.391355,0.00285313
0.657207,0.637773,-0.380497,0.00290489
0.657207,0.637773,-0.380497,0.00290489
0.657207,0.637773,-0.380497,0.00290489
0.665425,0.63165,-0.36999,0.00293804
0.685935,0.638614,-0.383258,0.00233152
0.692646,0.618034,-0.401615,0.00235191
0.667862,0.598163,-0.377643,0.002397
0.666304,0.613966,-0.373415,0.00216867
0.657035,0.613124,-0.383294,0.00308914
0.634708,0.632013,-0.336901,0.00314328
0.611152,0.612228,-0.321901,0.00314273
0.591629,0.594329,-0.295084,0.00326319
0.59825,0.610075,-0.301501,0.00382654
0.596719,0.611437,-0.283688,0.00291392
0.601839,0.609839,-0.301927,0.00357797
0.601839,0.609839,-0.301927,0.00357797
0.61543,0.603026,-0.307664,0.00336685
0.633661,0.627241,-0.342767,0.00308947
0.613752,0.625918,-0.317706,0.00296619
0.602858,0.605402,-0.303648,0.00317915
0.596305,0.62826,-0.314401,0.00367581
0.602381,0.610244,-0.30818,0.00361713
